Asunto;Radicado;Serie Documental;Sub-Serie documental;
VISITA PARA EL HOGAR DE LARGA INSTANCIA PAR ADULTO MAYOR GEMA DE AMOR ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
DENUNCIA OFICIAL E IRREGULARIDADES  EN ELECCIONES JUECES DE PAZ 2023-COMUNA NRO 2-  SE ANEXA CD EN FISICO- A PETICION DE EDWIN STEVEN BELTRAN CANIZALES  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
VISITA HOGAR DE LARGA INSTANCIA PARA ADULTO MAYOR NUEVO AMANECER SEDE 2 ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
PETICION E INTERVENCION CONTRA IBAL - A PETICION ACUEDUCTO COMUNITARIO BARRIO RICAURTE - ACUARICAURTE  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA A REQUERIMIENTO SEGUIMIENTO EJECUCION ACUERDOS MUNICIPALES - PISAMI 2023-039533-SECRETARIA GOBIERNO DESPACHO ;;COMUNICACIONES;COMUNICACIONES INTERNAS;
NOTIFICACI&OacuteN FALLO TUTELA 2023-00108 INGRID ALEJANDRA P&EacuteREZ BAQUERO VS. SANITAS EPS Y OTRO- JUZGADO 13 PENAL MUNICIPAL CONOCIMIENTO - TOLIMA - IBAGU&Eacute- ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INFORME DE SEGUIMIENTO AL RESPECTO DE LOS ARCHIVOS DE GESTI&OacuteN Y CENTRAL QUE REPOSAN A SU CARGO- PERSONERIA DE IBAGUE  ;;;;
REPROGRAMACI&OacuteN WEBINAR ICET 2021 - 01 DE JUNIO 2:00 PM- VIA YOUTUBE LIVE- DANE  ;;COMUNICACIONES;COMUNICACION EXTERNA;
REMITO CITACI&OacuteN MESA COORDINACI&OacuteN ACCIONES CON POLICIA DETOL - ENFOQUE DE G&EacuteNERO - DIA JUNIO 2 DE 2023 HORA: 0900AM LUGAR CARRERA 48 SUR NO.157-199 PICALE&NtildeA IBAGU&Eacute DETOL - PROCURADURIA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INVITACION CAPACITACION VIRTUAL CDCS- PLAN DE GESTION SOCIAL - DIA MIERCOLES 31 DE MAYO HORA: 2:30PM VIA VIRTUAL - EMPRESA DEPARTAMENTAL DE ACUEDUCTO ALCANTARILLADO  Y ASEO -EDAT ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
CONTESTACI&OacuteN SEGUIMIENTO EJECUCI&OacuteN ACUERDOS MUNICIPALES.- SECRETARIA DE GOBIERNO DIRECCION DE JUSTICIA ;;COMUNICACIONES;COMUNICACIONES INTERNAS;
SYSCAFE S.A.S NIT 900083058-7-CUENTA DE COBRO CORRESPONDIENTE AL PAGO CONTRATO NO.PMI-CD-053-2023 ;;;;
NOTIFICACI&OacuteN FALLO TUTELA RAD. 2023-109-ACCIONANTE: MARIA LUCILA GIRON MORENO Y ECTOR RIOS RUIZ -JUZGADO 13 PENAL MUNICIPAL CONOCIMIENTO - TOLIMA - IBAGU&Eacute ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RECLAMACION SERVIVOS PUBLICO DE ALCANTARILLADO HACIA JUNTA ADMINISTRADORA DEL ACUEDUCTO ROSENDOALVAREZ DEL BARRIO-  APETICION DE EL SE&NtildeOR ANTONIO BOTERO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD ACOMPA&NtildeAMIENTO DE INCUMPLIMIENTO DE ACUERDOS SEMIBAGUE - MODELIA-MODELIA- APETICION DE GABRIEL MONTE -PERSONERO ESTUDIANTIL DE LA INSTITUCI&OacuteN EDUCATIVA T&EacuteCNICA MODELIA DE IBAGU&Eacute ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RECLAMACION  SERVICIO PUBLICO DE ALCANTARILLADO JUNTA ADMNISTRADORA DEL ACUEDUTO ROSENDO ALVAREZ DEL BARRIO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INFORMACI&OacuteN EN EL MARCO DE LA COLABORACI&OacuteN ARM&OacuteNICA-GOBERNACION DEL TOLIMA NIT: 800.113.672-7 SECRETARIA DE INTERIO DESPACHO ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE COLABORACION USUARIA CELSIA - PROCURADURIA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
VEEDUR&IacuteA Y COADYUVANCIA CIUDADANA VOTACIONES JUECES DE PAZ-FUNDACION PROTECCION COLOMBIA DE LOS DERECHOS HUMANOS ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
 NOTIFICA ESTADO 35-NOTIFICACIONES_JUDICIALES NOTIFICACIONES_JUDICIALES-JUZGADO CUARTO ADMI ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SIN LUZ DESDE 25 DE MAYO HASTA EL MOMENTO VEREDAD CHARCON-PROCURADURIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA A LA PETICI&OacuteN- ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
ACCI&OacuteN DE TUTELA. RAD. 2023-00090-00. SOLICITUD DE RECHAZO INMEDIANTO POR COSA JUZGADA Y DUPLICIDAD DE ACCI&OacuteNES DE TUTELA-NOTIFICACIONES_JUDICIALES NOTIFICACIONES_JUDICIALES;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE ARREGLO Y NIVELACI&OacuteN DE LA CANCHA M&UacuteLTIPLE DEL POLIDEPORTIVO BARRIO LIMONAR MILLA DORADA PUENTE DE LA 60 CON 5-A PETICION DE AMPARO RIVERA OSPINA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INFORMACI&OacuteN AMPARO POLICIVO DE CELSIA COLOMBIA CONTRA GARCIA SILVA CLARIBEL Y OTROS-CELSIA ;;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;
INFORMACION  DE SERVICIO DE VALORACION DE APOYOS PARA PERSONAS CON DISCAPACIDAD DE ACUERDO A LA LEY 1996 DE 2019-EVA SANDRIT LOPEZ GONZALEZ ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
PJAAT-23-0363 ACCI&OacuteN POPULAR NO. 73001233300020190032400 PERSONER&IacuteA DE IBAGU&Eacute Y PROCURADUR&IacuteA JUDICIAL II AMBIENTAL Y AGRARIA PARA EL TOLIMA CONTRA COMISI&OacuteN DE REGULACI&OacuteN DE AGUA POTABLE Y SANEAMIENTO B&AacuteSICO CORTOLIMA INFIBAGU&Eacute INTERASEO S.A. E.S.P M- ;;ACCIONES POPULARES;OTROS;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-04840 MARIA  NELA  VALENCIA BADILLO-INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENCES UNIDAD BASICA DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-04840  YENNIFER PAOLA MORENO -INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENCES UNIDAD BASICA DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-04840 GUARDENIS DE LOS ANGELE  HENRIQUEZ  LOPEZ -INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENCES UNIDAD BASICA DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-04840 - JULLI  JOHANNA  POLANCO FLOREZ -INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENCES UNIDAD BASICA DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA SOLICITUD INFORMACI&OacuteN E INVITACI&OacuteN MESA DE TRABAJO- EDAT S.A. E.S.P. OFICIAL ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
PROCURADUR&IacuteA GENERAL DE LA NACI&OacuteN: RADICADO DE SALIDA S-2023-04840 -LINDA PATRICIA MORALES  ESPINOSA -INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENCES UNIDAD BASICA DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INTERVENCION ANTE LA EMPRESA ALCANOS DE COLOMBIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA AL RADICADO PERSONERIA MUNICIPAL 2023-10-2089 RESPUESTA AL RADICADO IBAL 7246/154966 del 19 de mayo de 2023.-IBAL ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
RESPUESTA OFICIO DEL 19 DE MAYO DEL 2023. SEGUIMIENTO EJECUCION ACUERDOS MUNICIPALES- SOLICITUD DE PRORROGA- SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL DESPACHO  ;;COMUNICACIONES;COMUNICACIONES INTERNAS;
SECRETARIA DE INFRAESTRUCTURA ;1862;PROCESOS;PROCESO DISCIPLINARIO;
CONVOCATORIA CONSEJO EXTRAORDINARIO DE SEGURIDAD- DIA 31 DE MAYO DEL 2023- HORA: 8:00AM- LUGAR: DESPACHO SECRETARIA DE GOBIERNO - SECRETARIA DE GOBIERNO DESPACHO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
OFICIO 107 DEL 30 DE MAYO DE 2023 REMISION TUTELA URGENTE-RADICACI&OacuteN: 73001-31-09-008-2023-00054-00- ACCIONANTE: HEBERTO VALENCIA ARBOLEDA- PROCURADURIA REGIONAL DEL TOLIMA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
CONVOCATORIA SEGUNDO SUBCOMITE DE PREVENCION PROTECCION Y GARANTIA DE NO REPETICION- DIA: MIERCOLES 07 DE JUNIO DEL 2023- HORA: 12:00AM - LUGAR: SALON DE JUNTAS DIRECCION DE JUSTICIAUBICADA EN LA CARRERA 1 NRO 17-33 PISO 3. - SECRETARIA DE GOBIERNO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
CPE No. 73-9-2023-010331 - CITACI&OacuteN NOTIFICACI&OacuteN PERSONAL RESOLUCI&OacuteN 73-00952 DEL 30/05/2023- A PETICION SENA  ;;COMUNICACIONES;COMUNICACION EXTERNA;
SOLICITUD DE INFORMACI&OacuteN PRIORITARIA (ART. 20 CPACA). OT: 566117 ? 566118 ? 571589 ? 571949 ? 571592 ESTUDIO DE NIVEL DE RIESGO. - MINISTERIO DEL INTERIOR  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACION DE ARCHIVO- REF. 730016099355202310229 - DELITO: MALTRATO ANIMAL - DENUNCIANTE: MAR&IacuteA ALICIA NUMPAQUE COSINERO -VICTIMA: CANINO- FISCALIA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACI&OacuteN AUTO AVOCA TUTELA 2023-00126 DUV&AacuteN OCAMPO C&AacuteRDENAS VS. ALCALD&IacuteA DE IBAGU&Eacute-RADICACION: 73001-40-04-013-2023-00126-00- JUZGADO TRECE PENAL MUNICIPAL DE CONOCIMIENTO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACI&OacuteN APERTURA FORMAL INCIDENTE DESACATO RAD. 2019-00128-JUZGADO ONCE PENAL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACION FALLO DE TUTELA -JUZGADO ONCE PENAL  ;;COMUNICACIONES;COMUNICACION EXTERNA;
RESPUESTA RADICADO 2023-021119 INFORMACI&OacuteN DEL ACUERDO 026 DEL 2019- RELACIONADO CON EL EVENTO  IBAGUE FESTIVAL- SECRETARIA DE CULTURA  ;;COMUNICACIONES;COMUNICACIONES INTERNAS;
DERECHO DE PETICI&OacuteN: SOLICITUD EXPEDICI&OacuteN CERTIFICADOS PLATAFORMA HUMANO EN L&IacuteNEA PARA CESANT&IacuteAS PARCIALES SOLICITADOS DESDE EL 13 DE ABRIL DE 2023.- A PETICION DE EL SE&NtildeOR JAVIER FRANCISCO  CARDENAS ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
INSCRIPCION A LA COMISION DE PERSONAL- A PETICION PATRICIO JAVIER RUIZ RUIZ ;;;;
SOLICITUD RADICACION DE VEEDURIA - A PETICION DE LA SE&NtildeORA MARIELA ALAPE CHAPEZ ;;VEEDURIA;RECONOCIMIENTO;
AUTO AVOCA TUTELA 2023-00127-RADICACION : 73001-40-06-013-2023-00127-00-ARNOLDO FRANCO BOTERO- CONTRA MACROINGENIERIA INTEGRAL S.A.S-  JUZGADO TRECE PENAL MUNICIPAL CON FUNCIONES DE CONOCIMIENTO.  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIFICACI&OacuteN AUTO AVOCA TUTELA SHIRLEY D&IacuteAZ BELTR&AacuteN VS. COLFONDOS S.A. PENSIONES Y CESANT&IacuteAS- JUZGADO TRECE PENAL MUNICIPAL CON FUNCIONES DE CONOCIMIENTO  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
AUTO AVOCA TUTELA 2023-00130- RADICACION: 73001-40-06-013-2023-00130-00 - MILLERED LEYTON FERNANDEZ - CONTRA ASMET SALUD EPS Y MEINTEGRAL SAS-  JUZGADO TRECE PENAL MUNICIPAL DE IBAGUE  ;;TUTELAS;TUTELAS;
ACTO ADMINISTRATIVO CONFORMACION COMISION DE PERSONAL - VIGENTE- A PETICION DE  COMISION  NACIONAL DEL SERVICIO CIVIL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INSCRIPCION A LA COMISION DE PERSONAL- A PETICION DE CLAUDIA LAFITIS BARRETO GORDILLO;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE APOYO PARA REGULACION DE DE TRANSPORTE  ESCOLAR EN LA INSTITUCION TECNICA BICENTENARIO - FE Y ALEGRIA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INSCRIPCION A LA COMISION DE PERSONAL - A PETICION MARTHA CECILIA OSPINA AVILES  ;;COMUNICACIONES;COMUNICACION EXTERNA;
INSCRIPCION A LA COMISION DE PERSONAL - A PETICION ERIKA LORENA SALAS  ;;COMUNICACIONES;COMUNICACION EXTERNA;
SOLICITUD INFORMACI&OacuteN -DICHO REPORTE DEBE SER REMITIDO A M&AacuteS TARDAR EL D&IacuteA 19 DE JUNIO DEL PRESENTE A&NtildeO-  CONTRALOR&IacuteA DEPARTAMENTAL DEL TOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE ENTREVISTA CONEL PERSONERO DELEGADO DE CASO DE  DESCRIMINACION TORTURA PSICOLOGICA PATIO 21 COIBA PICALE&NtildeA  - A PETICION DE ALAN POE PALMA CHAVEZ ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE ACOMPA&NtildeAMIENTO AUDIENCIA EL DIA 19 DE JULIO 2023 9 AM EN LAS INSTALAIONES DE - COMISARIA FAMILIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
OFICIO 2143- SOLICITUD DE INFORMACION EXPEDIENTE NRO 1725-2021( 2021-10-354) OFICIO NRO  V.A.G.P  0585 SIDGEA E-2023-287249- PROCURADURIA  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
RESPUESTA  OFICIO 2023-10-998- COMISARIA  SEGUNDA DE  FAMILIA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
OFICIO 2141- SOLICITUD DE INFORMACION EXPEDIENTE NRO 1772-2021 (2021-10-5669) OFICIO No V.A.G.P. 644 SIGDEA E-2023-303193- PROCURADURIA PROVINCIAL DE INSTRUCCION  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD ACOMPA&NtildeAMIENTO PROTESTA SOCIAL-DIA 01 DE JUNIO DEL 2023- A LAS 06:00AM AL A ALTURA DEL CORREGIMIENTO DEL CARMEN  DE BULIRA - MINISTERIO DE DEFENSA NACIONAL  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
ENV&IacuteO COMUNICADO OFICIAL NO. GS-2023-037266-METIB ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD ACOMPA&NtildeAMIENTO - CASO PROCESO ADMINISTRATIVO DE VIOLENCIA INTRAFAMILIAR-  DIA 11 DE OCTUBRE DEL 2023-HORA: 09:00AM - LUGAR: COMISARIA SEGUNDA DE FAMILIA CASA DE JUSTICIA - SECRETARIA DE GOBIERNO GRUPO DE JUSTICIA Y ORDEN PUBLICO COMISARIA SEGUNDA DE FAMILIA  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RADICADO DE SALIDA ELECTR&OacuteNICO  N? 9166-CORTOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE ACOMPA&NtildeAMIENTO AUDIENCIA - CASO VIOLENCIA INTRAFAMILIAR EXP 540-22 VIF- DIA 27 DE SEPTIEMBRE DEL 2023- HORA:11.00AM- LUGAR: INSTALACIONES DE LA COMISARIA DE FAMILIA- SECRETARIA DE GOBIERNO GRUPO DE JUSTICIA Y ORDENPUBLICO COMSIARIA SEGUNDA DE FAMILIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE AMPLIACI&OacuteN DE TERMINO PARA DAR RESPUESTA A REQUERIMIENTO ACUERDOS MUNICIPALES No 002 DE 2016 Y No 021 DE 2017-GESTORA URBANA ;;COMUNICACIONES;COMUNICACIONES INTERNAS;
SOLICITUD DE VIGILANCIA - PROCESO POR PERTURBACION A LA POSESION DE JOSEADAN ARJONAY OTRO CONTRA JUAN CARLOS LIEVANO- DIA 14 DE JUNIO DEL 2023- HORA: 08:00AM -CRA 11 NRO1A-105 DEL BARRIO ALASKA. - SECRETARIA DE GOBIERNO DIRECCION DE JUSTICIA  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
NOTIFICACI&OacuteN AUTO REQUERIMIENTO PREVIO INCIDENTE DE DESACATO RAD. 2023-00069- CLUB DEPORTES TOLIMA  REMITIDO POR JUZGADO ONCE PENAL  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD E INTERENCION POR VIOLENCIA INTRAFAMILIAR A PETICION DE COMISION LEGAL  PARALA EQUIDAD DE LA MUJER ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SINIESTRALIDAD - PERSONERIA MUNICIPAL DE IBAGUE-PREVISORA DE SEGUROS ;;COMUNICACIONES;COMUNICACION EXTERNA;
SOLICITUD DE TALA DE ARBOL EN TOTAL ABANDONO Y ACABADO EN EL BARRIO COLINAS DEL SUR 1 ETAPA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
VULNERACION AL DERECHO DEL LIBRE DESARROLLO DE LA PERSONALIDAD EN EL AMBITO EDUCATIVO Y MATONEO POR PARTE DE PROFESORES POR CORTE DE CABELLO - A PETICION OSCAR JAVIER AVENDA&NtildeO BARRIOS  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
COMUNICACI&OacuteN DE INICIO DE TRAMITE DE APROVECHAMIENTOS FORESTALES DE ARBOLES AISLADOS Y SOLICITUD DE PUBLICACI&OacuteN DE AVISO EN CARTELERA- CORTOLIMA  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
RADICADO 730016000432201000437 NI 16.803 - LLEGO NOTIFICACI&OacuteN JUDICIAL A SENTENCIA PARA AUDIENCIA DEL 23 DE JUNIO DE 2023-LENTEJUDICIAL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
E-2023-304812- RESTABLECIMIENTO DE DERECHOS - JAVIER RAMIREZ PALACIOS - PROCURADURIA GENERAL DE LA NACION  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
CONVOCATORIA A MESA DE INTERINSTITUCIONALPARA SOCIALIZAR EL ESTADO DE LA CONTRATACION DEL PAE PARA EL A&NtildeO 2023- CONTRALORIA  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD INTERVENCION A LA PERSONERIA MUNICIPAL DE IBAGUE ME AYUDEN HACER EFECTIVO LA ORDEN DE DESALOJO DE LA VIVIENDA BARRIO LA ESMERALDA M Q CASA 9. -A PETICION DEL SR LEONARDO RIVERA .  ;;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;
